2450103 0
1277206 1178
1078586 2312
965015 3577
907407 4867
841725 6241
799330 7437
757647 8646
706009 9792
676260 10950
648361 12058
615273 13357
574852 14563
546385 15708
524582 16993
503623 18315
483097 19930
458423 21633
430430 23420
408560 25141
391642 26771
369594 28355
346307 29912
333720 31494
324038 33023
315135 34492
306920 35823
297828 37114
287543 38406
275549 39722
259770 41066
246697 42427
239312 43718
232752 45026
227547 46298
222339 47429
216955 48531
210478 49732
203249 50885
195023 52190
185715 53422
177988 54766
169801 56046
166132 57423
162509 58723
158770 60076
154973 61152
151092 62376
146748 63784
142167 65187
136308 66627
130188 67945
123265 69079
119501 70226
116302 71315
113633 72473
110646 73584
107106 74826
103157 76163
99977 77320
96733 78674
94166 80215
92286 81406
90326 82814
88484 83813
86654 84928
84861 85982
82812 87120
80590 88269
77896 89703
75354 91107
72759 92584
70075 94068
68013 95453
65956 96868
64081 98184
62182 99390
60196 100517
58126 101621
55917 102976
53396 104351
50517 105953
47646 107511
44899 109223
41882 110843
39755 112590
37552 113801
35332 115099
32386 116589
29534 118449
26260 120173
23235 121679
20834 122850
18782 123866
16239 125205
13051 126854
9754 128405
6921 129659
5413 130559
3078 131858
1 133440
