2.11227 0.654676 
0.599946 3.28091 
0.641796 1.30035 
3.22414 1.39271 
0.772023 1.89464 
1.78689 0.695298 
1.15559 3.08178 
0.108877 1.98543 
1.97399 0.498025 
1.39698 1.90516 
0.907702 -0.49799 
0.709931 -0.499969 
2.53808 0.0259131 
0.296089 1.4701 
0.327737 0.460308 
1.03935 0.178735 
-0.119531 0.640049 
1.19277 2.60995 
3.09466 0.965589 
2.15381 -0.0532371 
1.01096 1.48363 
1.66529 0.926508 
3.0324 0.802527 
0.259606 2.68695 
2.19353 0.112206 
1.06831 0.131741 
2.51489 2.84123 
1.98357 0.493717 
0.438615 2.32543 
0.933207 3.74215 
0.964045 -0.86764 
1.7618 1.50523 
0.800727 1.49126 
-0.0874515 2.63449 
0.732879 0.352293 
0.95498 -0.227179 
2.15382 0.630668 
0.653818 0.353461 
0.183294 0.761164 
2.8318 0.452208 
0.664954 1.66546 
0.489504 1.63214 
0.473271 2.06499 
0.292463 -0.0289439 
-0.288773 0.575012 
1.03448 0.697841 
1.10131 1.81252 
2.27219 2.5326 
0.57736 1.17985 
1.3976 1.91502 
1.12703 0.896484 
2.07894 1.13862 
2.24336 1.37402 
1.63205 1.67678 
1.82701 1.36452 
1.0776 0.541384 
1.01462 0.362141 
-0.47485 0.456431 
2.70378 2.17743 
0.798736 2.14848 
1.63988 0.951874 
-0.680969 0.0241202 
1.23879 1.64635 
2.67537 1.9142 
-0.268328 0.798197 
1.86638 0.696312 
1.19631 1.38114 
0.546872 0.669318 
0.463353 -0.750226 
1.72103 1.58202 
1.80227 1.30231 
1.61736 0.714282 
0.606447 0.440354 
3.54021 0.289898 
1.02762 0.650324 
2.3673 2.10304 
-0.125063 1.85383 
0.141836 0.162509 
-0.387502 -0.245384 
0.9371 0.184502 
1.1238 0.887507 
0.847025 1.10902 
-0.0604969 2.28806 
0.290242 0.793205 
0.847808 1.35946 
0.830644 -0.215491 
1.11009 -0.312759 
2.2458 1.30014 
1.02585 1.04538 
1.08278 3.71688 
-0.0255936 1.5411 
1.15376 1.436 
1.47494 0.660212 
1.72381 1.75309 
1.27801 0.247491 
-0.266156 -0.666164 
1.7621 1.34953 
0.617354 0.280399 
0.39125 1.88933 
1.59552 1.32166 
-1.1099 1.44895 
0.387929 0.184041 
1.52735 -1.70402 
0.804379 2.13437 
1.08832 1.41141 
0.487953 0.910051 
-1.32626 -0.0239068 
0.494928 -1.34865 
1.74092 -0.38353 
1.4441 1.12037 
1.91595 0.364229 
1.38297 1.80661 
0.853381 2.1179 
-0.296104 0.283154 
1.0184 2.94541 
2.75625 0.720795 
-0.0646576 0.757769 
1.15374 -0.63815 
0.10794 0.919972 
-0.680226 1.73651 
1.17702 -1.02358 
1.33478 0.869137 
1.35927 0.543357 
1.48205 -0.76674 
1.94306 1.96565 
2.04211 0.676919 
-0.641281 0.540035 
0.384871 0.259847 
2.31091 0.614499 
1.54185 1.76955 
-1.13327 1.10176 
0.527271 0.70785 
2.7637 1.38635 
1.85251 -0.395826 
2.56653 1.21896 
1.6145 -1.39788 
0.252555 3.01545 
-0.84558 0.238805 
2.5591 0.282663 
0.502355 0.749865 
3.25468 2.04384 
3.09082 -0.0581441 
1.46607 1.01876 
0.549208 -1.40726 
2.13345 0.249613 
0.918461 -1.1272 
1.85658 1.9342 
1.06927 1.65 
2.07381 1.66469 
-0.516928 -0.315385 
-0.701693 0.918696 
1.6045 0.73124 
1.26744 2.14893 
2.77843 0.0189946 
-0.0574756 0.954459 
-1.00632 1.37791 
2.5402 -0.423947 
0.757974 0.572511 
1.34224 0.874801 
1.18475 1.47897 
0.53791 1.48206 
0.797319 0.108836 
0.338293 0.698148 
1.41373 0.961335 
0.362403 0.288105 
-0.9821 -1.16386 
-0.511103 1.85588 
0.417147 1.26636 
0.216999 0.674714 
1.53864 1.32773 
1.45937 1.89317 
0.770049 0.0773975 
0.118747 0.816365 
0.629999 -0.884793 
0.110379 1.1764 
1.19729 0.770679 
0.230749 0.401869 
-0.0172067 0.400111 
0.565732 1.49513 
-0.749018 2.35766 
1.12447 1.25847 
1.25565 0.8621 
0.0290065 0.891245 
2.37999 0.381395 
1.24625 -0.232942 
0.493543 0.262277 
2.57129 2.46821 
1.10264 1.39155 
1.90887 1.28724 
0.550284 1.6131 
1.81889 2.13062 
1.60132 0.193066 
-0.201184 0.666126 
0.906045 0.421619 
-0.524652 1.37503 
2.18544 3.17401 
1.3357 1.05086 
1.74604 1.56643 
0.514885 1.30314 
1.04665 1.23768 
2.08037 3.71591 
2.8217 1.76094 
0.163832 2.16282 
-0.323532 0.0605952 
3.27801 1.22084 
0.159996 0.761822 
1.37331 0.522622 
1.35371 2.72638 
1.64287 1.89928 
0.402418 0.0857634 
2.48324 3.07104 
-0.579734 0.343383 
1.32963 2.41632 
1.54236 2.74901 
1.86696 2.19702 
-0.561458 2.03345 
1.45311 1.77475 
2.51131 0.559643 
-0.138027 0.117223 
2.02791 -0.74923 
3.69129 1.47743 
1.20196 -0.0634445 
2.34192 3.32121 
1.36675 2.00817 
0.00450355 1.83698 
0.808883 1.09707 
-1.29995 0.584696 
1.09728 1.92308 
1.32616 1.78431 
-0.683161 -0.784425 
-0.804409 -0.512212 
1.3925 0.110584 
1.97156 0.0922514 
-0.180125 1.72398 
2.06732 0.160923 
1.43549 1.87375 
0.823164 1.57918 
-0.281015 2.00715 
2.62171 2.06656 
1.07726 1.41972 
1.6216 -0.238028 
1.47327 0.977811 
1.30307 1.77006 
2.60541 1.18659 
0.989361 0.515239 
1.26132 2.66326 
-0.0531678 0.275029 
0.234199 0.852789 
3.05765 1.10553 
-0.549787 0.242013 
0.359499 0.0581739 
2.0999 1.82446 
0.325169 1.86019 
2.2363 -1.65121 
2.49563 0.784094 
-0.0490489 -2.08804 
3.08705 1.25207 
-0.979308 2.28735 
0.792054 0.0505778 
1.46329 0.722129 
0.245088 0.783088 
2.8357 1.55402 
0.913997 0.661227 
0.804525 0.745472 
0.761469 1.28005 
-0.150973 2.23726 
1.53459 0.822174 
1.09101 0.823162 
0.757313 -0.883132 
1.0502 0.231085 
0.614603 1.68914 
0.550317 0.418036 
0.912667 1.19708 
-0.142104 0.598302 
0.481791 0.797994 
2.2521 1.18607 
3.5013 1.3511 
2.94574 2.19304 
1.30089 2.5412 
-0.57584 1.00688 
1.41478 1.26421 
2.04347 1.788 
1.94397 0.493801 
2.65225 1.4478 
0.721014 1.74845 
1.69594 0.979366 
-0.197053 0.8258 
1.63285 2.91305 
1.64348 1.66329 
1.36485 0.0390582 
0.845116 1.2168 
1.82309 3.22776 
1.60645 1.2114 
0.398896 -1.86625 
0.433681 -1.51997 
2.71365 0.0168909 
1.46154 1.04966 
2.40652 2.6123 
0.57671 1.15465 
1.7089 1.5269 
0.980777 0.583248 
1.11529 0.749839 
2.38923 2.19713 
2.32545 1.3494 
1.69578 0.394701 
2.39139 1.1515 
1.15703 3.68366 
0.915045 2.63542 
1.82751 0.577595 
0.0611691 0.398305 
1.23568 0.559934 
0.708806 1.01315 
1.59713 1.46558 
