2410074 0
1148164 7151
1050141 8977
988614 10371
945091 11464
910996 12545
879833 13430
848556 14234
814412 15024
766090 15827
720917 16480
675960 17148
623794 17862
571943 18493
522257 19149
492569 19777
469379 20321
450622 20925
432880 21509
412609 22120
391969 22731
371389 23385
352444 24042
336152 24580
321935 25152
308416 25763
296881 26295
285414 26951
273785 27607
263020 28264
252991 28927
243828 29592
234901 30276
225797 30977
217382 31812
207730 32635
200255 33454
192273 34284
186000 35122
179647 36059
172801 36997
166651 37985
161880 39032
156902 39992
152057 40977
147279 42128
142668 43409
138921 44681
134700 46088
130480 47569
126906 48953
123212 50505
119554 51986
115795 53546
112141 55194
109221 56833
106159 58549
103153 60236
100097 62053
97359 64040
94449 65950
91038 67897
87998 69987
84900 72042
81945 74108
78654 76348
75442 78657
73085 80852
70307 83234
67683 85746
64815 88441
62435 90937
59676 93545
56852 96146
53976 99062
51612 101642
49133 104484
46233 107536
42967 110752
40795 113463
38953 116257
36783 119103
34745 122272
32542 125452
30410 128259
28310 131097
26146 133936
23980 137226
21658 140361
19440 143361
17850 146004
15931 148829
14068 152153
12332 155050
10529 157732
9156 160392
7378 162913
5292 165633
3693 168254
1736 170819
0 173473
